WEO Subject Code;Country;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015
NGDP_RPCH;Guinea-Bissau;n/a;-0.498;4.200;-3.400;5.500;4.300;-1.000;5.600;1.958;2.925;4.580;5.099;1.051;2.051;3.153;4.415;4.596;6.503;-27.155;7.636;7.510;2.189;-0.985;0.569;2.761;4.266;2.310;3.204;3.205;3.315;4.432;9.029;-2.233;0.329;2.540;4.500
PCPIPCH;Guinea-Bissau;64.762;41.940;16.542;23.309;64.855;112.710;26.548;119.585;60.309;80.788;33.001;57.599;69.444;48.227;15.176;45.365;50.733;49.065;8.014;-2.100;8.610;3.252;3.302;-3.474;0.821;3.246;0.713;4.627;10.445;-1.637;1.071;5.055;2.061;0.779;-1.032;1.254
GGXCNL_NGDP;Guinea-Bissau;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;-2.954;-2.427;-3.311;-6.013;-6.218;-4.944;-4.143;-7.174;0.499;4.128;1.592;-0.793;-1.810;-1.409;-1.838;0.101
BCA_NGDPD;Guinea-Bissau;-25.571;-12.606;-18.885;-14.768;-20.453;-15.944;-13.303;-9.634;-15.705;-18.003;-7.919;-6.672;-13.597;-6.101;-3.288;-2.169;-1.550;-3.648;-6.077;4.009;8.630;-2.836;-0.304;-0.060;2.607;-1.784;-6.765;-4.400;-3.315;-5.750;-8.337;-1.272;-8.677;-14.089;-9.971;-11.292
NGDP_RPCH;Guyana;-2.076;0.562;-8.884;-11.497;2.134;0.366;-0.234;-0.130;-5.981;-4.944;-3.010;6.026;7.758;8.201;8.482;5.055;7.956;6.185;-1.707;2.986;-1.345;2.260;1.149;-0.652;1.566;-1.942;5.127;7.020;1.977;3.319;4.371;5.437;4.816;5.222;3.828;3.803
PCPIPCH;Guyana;14.088;22.235;20.607;15.288;25.139;15.031;7.900;28.700;39.900;89.500;64.300;103.100;26.700;8.400;12.400;12.222;7.092;3.556;4.568;7.533;6.112;2.648;5.360;5.979;4.670;6.925;6.677;12.200;8.102;2.952;4.302;4.408;2.391;2.180;1.021;1.197
GGXCNL_NGDP;Guyana;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;-2.265;-3.535;-0.632;-3.026;-4.951;-3.244;-6.425;-3.812;-8.532;-8.022;-4.275;-3.928;-3.704;-2.851;-3.105;-4.753;-4.251;-5.214;-4.630
BCA_NGDPD;Guyana;-27.449;-44.405;-39.336;-38.754;-26.771;-32.409;-30.754;-26.264;-16.260;-19.408;-24.995;-25.126;-19.998;-14.670;-8.130;-6.990;-4.327;-8.726;-8.138;-4.135;-6.675;-6.860;-5.037;-4.796;-2.376;-9.148;-13.355;-9.504;-13.686;-9.070;-9.616;-13.055;-11.577;-13.260;-15.900;-16.426
NGDP_RPCH;Haiti;7.345;1.056;-2.797;-1.500;0.201;0.757;0.273;-0.432;0.559;-1.131;-0.440;1.262;-2.251;-4.922;-11.603;9.900;4.143;2.705;2.182;2.710;0.870;-1.044;-0.251;0.364;-3.523;1.805;2.249;3.343;0.844;3.083;-5.498;5.524;2.885;4.248;2.750;3.250
PCPIPCH;Haiti;19.079;10.858;7.359;10.244;6.402;10.649;3.280;-11.449;4.105;6.924;21.276;15.420;19.358;22.556;42.557;30.200;20.584;16.177;12.722;8.126;11.459;16.492;9.345;26.734;28.316;16.762;14.210;8.958;14.381;3.429;4.136;7.385;6.780;6.776;3.944;6.417
GGXCNL_NGDP;Haiti;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;0.748;0.527;-0.349;-1.660;-2.158;-3.010;-3.480;-1.034;-2.684;-1.694;0.207;-2.814;-4.598;1.089;-3.642;-4.771;-7.208;-6.403;-3.126
BCA_NGDPD;Haiti;-5.313;-6.151;-4.238;-3.761;-3.237;-2.491;-1.450;-1.958;-2.173;0.009;-5.029;-11.745;-14.162;-10.203;-0.901;-1.390;-1.375;-0.352;0.419;-1.051;-1.008;-2.047;-0.860;-1.502;-1.589;0.708;-1.450;-1.451;-3.128;-1.855;-1.539;-4.342;-5.682;-6.734;-5.765;-3.006
NGDP_RPCH;Honduras;0.668;2.533;-1.391;-0.924;4.346;4.188;0.723;6.031;4.610;4.326;0.097;3.252;5.624;6.230;-1.303;4.080;3.578;4.994;2.902;-1.890;5.748;2.723;3.754;4.547;6.232;6.051;6.567;6.188;4.232;-2.432;3.731;3.836;4.129;2.792;3.085;3.300
PCPIPCH;Honduras;18.074;9.406;9.023;8.213;4.726;3.363;4.353;2.487;4.491;9.850;23.323;33.949;8.741;10.775;21.769;29.432;23.845;20.200;13.668;11.664;11.047;9.675;7.691;7.674;8.114;8.809;5.578;6.936;11.403;5.496;4.699;6.762;5.218;5.186;6.082;4.055
GGXCNL_NGDP;Honduras;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;0.332;-4.509;-6.522;-6.581;-3.884;-1.308;-2.689;-1.577;-1.696;-4.533;-2.831;-2.780;-4.183;-7.603;-4.317;-2.656
BCA_NGDPD;Honduras;-10.346;-9.005;-6.412;-5.988;-6.895;-4.194;-2.212;-4.887;-2.387;-3.532;-2.210;-4.109;-5.391;-7.412;-7.549;-3.742;-4.028;-3.053;-2.066;-3.763;-7.155;-6.327;-3.621;-6.791;-7.733;-3.002;-3.725;-9.093;-15.445;-3.843;-4.333;-7.981;-8.538;-9.528;-7.403;-6.528
NGDP_RPCH;Hong Kong SAR;10.340;9.193;2.887;6.015;10.002;0.715;11.104;13.396;8.512;2.277;3.831;5.702;6.235;6.201;6.036;2.374;4.259;5.100;-5.883;2.507;7.663;0.561;1.657;3.056;8.700;7.388;7.033;6.465;2.128;-2.459;6.768;4.815;1.700;2.897;2.318;2.807
PCPIPCH;Hong Kong SAR;4.444;9.479;11.019;9.977;8.556;3.563;3.503;5.721;7.851;10.194;10.277;11.239;9.554;8.840;8.802;9.037;6.311;5.832;2.825;-3.953;-3.725;-1.615;-3.055;-2.572;-0.372;0.905;2.025;2.021;4.273;0.588;2.312;5.281;4.073;4.329;4.424;3.200
GGXCNL_NGDP;Hong Kong SAR;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;3.645;3.053;2.292;1.121;-0.311;2.272;6.844;-1.689;0.771;-0.599;-4.748;-4.708;-3.105;1.690;1.050;4.073;8.090;0.086;1.546;4.445;4.054;3.316;1.058;5.274;3.152
BCA_NGDPD;Hong Kong SAR;-4.962;-2.492;-0.546;0.562;6.842;7.318;6.456;7.662;6.436;9.155;6.193;4.312;3.007;4.745;-0.825;-6.266;-2.505;-4.358;1.485;6.437;4.396;6.134;7.892;10.786;9.948;11.881;12.693;13.021;14.981;9.884;7.002;5.558;1.578;1.509;1.569;2.040
NGDP_RPCH;Hungary;0.215;2.867;2.841;0.723;2.658;-0.253;1.535;4.051;-0.065;0.736;-3.497;-11.892;-3.064;-0.576;2.947;2.541;0.034;3.372;4.208;3.238;4.240;3.735;4.491;3.778;4.789;4.260;3.963;0.511;0.879;-6.551;0.789;1.807;-1.478;1.525;3.635;2.700
PCPIPCH;Hungary;9.286;4.511;7.016;6.403;8.651;7.007;5.292;8.682;15.788;16.950;28.970;34.234;22.950;22.451;18.866;28.303;23.428;18.314;14.175;10.031;9.781;9.156;5.262;4.648;6.780;3.551;3.878;7.935;6.066;4.209;4.881;3.957;5.706;1.726;-0.300;0.000
GGXCNL_NGDP;Hungary;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;-0.573;0.214;-4.461;-3.614;-2.643;-4.326;-3.906;-8.733;-7.146;-6.387;-7.706;-9.225;-4.987;-3.638;-4.456;-4.547;-5.240;-2.321;-2.427;-2.589;-2.663
BCA_NGDPD;Hungary;-4.809;-5.827;-2.219;-0.833;0.185;-2.134;-5.558;-2.504;-1.937;-1.950;1.108;1.167;0.914;-10.683;-9.447;-3.548;-3.799;-4.349;-7.004;-7.683;-8.511;-5.985;-6.891;-7.909;-8.327;-7.056;-7.067;-7.140;-7.162;-0.812;0.280;0.752;1.899;4.143;4.248;4.764
NGDP_RPCH;Iceland;7.210;4.265;2.154;-2.151;4.129;3.293;6.270;8.546;-0.090;0.258;1.169;-0.224;-3.374;1.313;3.609;0.117;4.785;4.913;6.438;4.163;4.740;3.763;0.453;2.711;8.229;6.002;4.233;9.723;1.149;-5.147;-3.067;2.132;1.146;3.459;1.751;3.491
PCPIPCH;Iceland;58.548;50.864;51.019;84.275;29.170;32.376;21.273;18.763;25.456;21.128;15.510;6.808;3.959;4.083;1.552;1.654;2.254;1.791;1.704;3.222;5.119;6.395;5.174;2.065;3.151;4.000;6.676;5.064;12.678;12.003;5.396;4.001;5.186;3.872;2.044;0.850
GGXCNL_NGDP;Iceland;1.316;1.266;1.660;-1.996;2.176;-1.597;-3.935;-0.827;-1.962;-4.287;-3.174;-0.709;-1.894;-4.336;-4.565;-2.874;-1.544;-0.020;-0.618;0.849;1.261;-0.942;-2.759;-3.071;-0.277;4.449;5.845;4.882;-13.072;-9.702;-9.732;-5.585;-3.676;-1.711;1.835;0.094
BCA_NGDPD;Iceland;-2.030;-4.098;-7.903;-1.878;-4.471;-3.838;0.527;-3.291;-3.360;-1.316;-2.025;-3.886;-2.320;0.686;1.887;0.218;-2.379;-2.319;-7.199;-7.136;-10.300;-4.313;1.199;-4.917;-9.796;-15.771;-23.188;-13.663;-22.783;-9.905;-6.400;-5.163;-4.152;5.536;4.729;6.063
NGDP_RPCH;India;5.281;6.006;3.476;7.289;3.821;5.254;4.777;3.965;9.628;5.947;5.534;1.057;5.482;4.750;6.659;7.575;7.550;4.050;6.184;8.463;3.975;4.944;3.907;7.944;7.849;9.285;9.264;9.801;3.891;8.480;10.260;6.638;5.081;6.899;7.168;7.460
PCPIPCH;India;11.365;13.115;7.887;11.869;8.322;5.556;8.731;8.799;9.385;6.159;12.824;13.482;9.861;7.283;10.273;9.962;9.432;6.842;13.127;3.425;3.818;4.315;3.975;3.857;3.831;4.411;6.945;5.940;9.193;10.604;9.534;9.443;10.249;9.991;5.993;6.087
GGXCNL_NGDP;India;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;-4.133;-4.591;-4.874;-4.689;-6.200;-7.052;-6.808;-5.786;-5.552;-7.096;-8.583;-7.439;-7.290;-9.816;-9.749;-10.326;-8.277;-7.172;-6.167;-4.407;-9.961;-9.751;-8.402;-8.122;-7.477;-7.226;-7.150;-7.165
BCA_NGDPD;India;-1.543;-1.616;-1.673;-1.444;-1.121;-2.040;-1.807;-1.711;-2.678;-2.301;-2.964;-0.429;-1.202;-0.407;-1.012;-1.612;-1.155;-1.299;-0.942;-1.006;-0.559;0.688;1.211;2.277;-0.342;-1.187;-1.008;-1.270;-2.280;-2.796;-2.813;-4.241;-4.802;-1.728;-1.438;-1.274
NGDP_RPCH;Indonesia;9.880;7.604;2.246;4.193;6.975;2.463;5.876;4.926;5.780;7.457;7.241;6.950;6.460;7.996;7.540;8.220;7.818;4.700;-13.127;0.791;4.979;3.643;4.499;4.780;5.031;5.693;5.501;6.345;7.442;4.702;6.378;6.170;6.030;5.579;5.025;5.199
PCPIPCH;Indonesia;18.017;12.244;9.481;11.787;10.339;4.731;5.828;9.273;8.044;6.418;7.843;9.369;7.506;9.688;8.518;9.432;8.379;6.194;58.020;20.750;3.773;11.502;11.780;6.773;6.062;10.459;13.104;6.662;9.777;5.047;5.140;5.344;3.981;6.413;6.395;6.781
GGXCNL_NGDP;Indonesia;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;-0.654;0.005;0.712;1.069;-1.148;-2.103;-1.066;-1.870;-1.763;-0.578;-1.077;-0.260;0.424;0.372;-0.947;0.054;-1.644;-1.242;-0.596;-1.586;-1.996;-2.157;-2.262
BCA_NGDPD;Indonesia;2.781;-0.515;-4.518;-6.185;-2.073;-1.899;-4.241;-2.498;-1.969;-1.395;-2.328;-2.858;-1.855;-1.205;-1.404;-2.784;-2.657;-1.458;3.469;3.400;4.452;3.954;3.676;3.174;1.881;0.513;2.408;1.445;0.022;1.840;0.702;0.189;-2.657;-3.191;-2.952;-3.021
NGDP_RPCH;Islamic Republic of Iran;-14.927;7.888;14.403;10.297;3.326;4.192;-9.346;-2.183;-14.060;6.201;19.610;12.594;4.251;-1.576;-0.351;2.653;7.101;3.385;2.741;1.934;5.143;2.392;8.079;8.639;4.337;4.209;5.704;9.116;0.924;2.315;6.577;3.750;-6.609;-1.912;2.973;0.555
PCPIPCH;Islamic Republic of Iran;20.627;24.199;18.681;19.742;12.578;4.378;23.722;27.708;28.900;17.401;9.000;20.588;24.390;22.549;35.200;49.112;23.016;17.419;18.132;20.000;12.791;11.447;15.870;15.605;15.282;10.346;11.888;18.444;25.316;10.788;12.365;21.492;30.531;34.727;15.549;16.500
GGXCNL_NGDP;Islamic Republic of Iran;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;-2.139;-2.061;-1.079;-6.237;-4.053;-3.211;-0.944;-2.254;-6.201;-0.635;6.781;1.036;0.482;1.185;3.483;2.755;1.965;6.738;0.611;0.827;2.754;0.221;-0.328;-0.938;-1.393;-2.518
BCA_NGDPD;Islamic Republic of Iran;-3.504;-3.752;3.404;-0.250;-0.525;-1.083;-6.286;-2.598;-2.331;-3.382;-2.937;-10.632;-5.878;-4.520;6.888;3.417;4.371;1.923;-2.021;5.819;11.979;4.717;2.787;0.537;0.497;7.050;7.985;9.663;5.838;2.388;5.890;10.520;6.271;7.352;3.812;0.778
NGDP_RPCH;Iraq;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;53.386;1.675;5.638;1.889;8.228;3.379;6.403;7.546;13.936;6.572;-2.399;1.315
PCPIPCH;Iraq;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;36.959;53.248;30.821;2.668;-2.194;2.445;5.604;6.089;1.879;2.239;3.000
GGXCNL_NGDP;Iraq;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;-35.398;4.069;10.711;7.834;-0.856;-12.698;-4.179;4.744;4.094;-5.837;-2.967;-9.999
BCA_NGDPD;Iraq;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;-17.494;12.423;5.917;0.851;15.868;-6.806;2.960;12.013;6.659;1.313;-3.504;-9.571
NGDP_RPCH;Ireland;2.898;2.512;1.495;-0.729;3.204;1.947;0.424;3.641;2.998;5.614;7.711;1.642;3.579;2.314;5.894;9.593;9.084;10.778;8.549;10.201;9.521;5.273;5.838;2.957;4.578;5.674;5.470;4.932;-2.610;-6.371;-0.275;2.773;-0.313;0.174;4.782;3.866
PCPIPCH;Ireland;18.345;20.243;17.189;10.397;8.636;5.468;3.041;3.154;2.166;3.990;3.357;3.132;3.150;1.418;2.366;2.518;2.158;1.254;2.130;2.469;5.254;3.986;4.725;3.995;2.300;2.180;2.700;2.873;3.108;-1.706;-1.572;1.186;1.922;0.514;0.305;0.207
GGXCNL_NGDP;Ireland;-10.379;-11.068;-11.829;-10.272;-8.966;-10.205;-10.019;-7.914;-4.104;-2.161;-2.705;-2.812;-2.854;-2.640;-1.848;-2.094;-0.276;1.378;2.016;2.401;4.815;0.935;-0.336;0.422;1.386;1.579;2.809;0.230;-7.034;-13.893;-32.418;-12.622;-8.047;-5.702;-3.858;-2.388
BCA_NGDPD;Ireland;-10.587;-13.415;-9.583;-6.402;-5.576;-4.004;-2.958;-0.022;0.150;-1.345;-1.318;0.039;0.828;4.089;3.305;3.261;3.567;3.424;0.782;0.245;-0.352;-0.625;-0.983;-0.224;-0.605;-3.434;-3.551;-5.355;-5.719;-3.049;0.571;0.804;1.564;4.367;6.185;4.872
NGDP_RPCH;Israel;3.568;4.723;1.424;2.586;2.210;4.451;3.551;7.490;3.564;1.419;6.633;4.618;7.155;3.771;7.011;9.654;5.793;3.873;4.331;3.665;8.923;0.111;-0.061;1.077;5.053;4.339;5.780;6.267;3.501;1.904;5.751;4.191;2.996;3.248;2.754;3.524
PCPIPCH;Israel;316.595;116.809;120.365;145.637;373.821;304.584;48.155;19.853;16.231;20.249;17.173;19.006;11.948;10.944;12.342;10.043;11.277;9.001;5.435;5.194;1.125;1.116;5.687;0.670;-0.414;1.329;2.107;0.516;4.594;3.317;2.694;3.450;1.708;1.526;0.476;-0.180
GGXCNL_NGDP;Israel;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;-3.742;-6.073;-7.452;-7.702;-5.832;-4.808;-2.218;-1.169;-3.336;-6.222;-4.595;-3.932;-5.149;-4.090;-3.550;-3.512
BCA_NGDPD;Israel;-3.726;-5.457;-8.429;-7.929;-5.561;3.770;3.955;-3.637;-1.738;0.439;0.294;-1.952;-1.194;-3.387;-4.077;-4.823;-4.716;-2.830;-0.777;-1.465;-1.398;-1.474;-0.979;0.609;1.738;3.047;4.527;3.142;1.492;3.857;3.371;1.518;0.819;2.372;2.971;4.490
NGDP_RPCH;Italy;-1.414;0.781;0.414;1.169;3.226;2.798;2.860;3.192;4.194;3.388;2.053;1.534;0.773;-0.888;2.152;2.827;1.095;1.872;1.401;1.464;3.693;1.773;0.251;0.153;1.583;0.950;2.006;1.474;-1.050;-5.481;1.711;0.587;-2.770;-1.698;-0.417;0.487
PCPIPCH;Italy;21.800;19.510;16.460;14.700;10.740;8.969;5.820;4.720;5.090;6.245;6.395;6.222;5.003;4.497;4.164;5.393;3.983;1.895;1.980;1.657;2.575;2.323;2.610;2.812;2.274;2.206;2.217;2.038;3.500;0.764;1.639;2.902;3.304;1.283;0.217;0.002
GGXCNL_NGDP;Italy;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;-9.834;-10.164;-10.367;-10.400;-9.604;-9.347;-8.523;-6.591;-6.572;-3.022;-3.009;-1.804;-1.323;-3.392;-3.072;-3.412;-3.565;-4.171;-3.586;-1.526;-2.691;-5.267;-4.242;-3.489;-3.010;-2.855;-3.035;-2.611
BCA_NGDPD;Italy;-3.606;-3.620;-2.434;0.313;-0.932;-1.248;0.436;-0.368;-0.917;-1.645;-1.902;-2.486;-2.670;1.159;1.193;2.084;2.951;2.607;1.651;0.793;-0.297;0.123;-0.528;-0.819;-0.522;-0.939;-1.546;-1.418;-2.833;-1.931;-3.470;-3.074;-0.429;0.961;1.813;2.627
NGDP_RPCH;Jamaica;-4.041;4.420;3.080;4.153;0.950;-0.900;7.000;7.700;-3.993;4.700;4.875;0.834;2.778;2.211;1.875;2.521;-0.243;-1.641;-1.210;0.981;0.776;1.281;0.675;3.666;1.324;0.894;2.873;1.434;-0.808;-3.419;-1.451;1.399;-0.467;0.198;0.524;1.675
PCPIPCH;Jamaica;17.984;9.172;6.830;16.657;31.255;29.700;24.400;11.200;8.200;16.120;24.779;51.071;77.297;22.070;35.063;19.909;26.407;9.658;8.632;5.982;4.593;9.509;8.224;9.942;14.842;13.419;8.924;9.170;22.007;9.578;12.613;7.526;6.895;9.356;7.087;5.850
GGXCNL_NGDP;Jamaica;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;2.116;3.226;2.908;2.428;2.459;1.574;-5.383;-6.555;-5.879;-3.503;-0.803;-4.894;-6.724;-5.566;-4.675;-3.306;-4.866;-3.800;-7.511;-11.120;-6.326;-6.400;-4.075;0.119;-0.449;-0.246
BCA_NGDPD;Jamaica;-4.579;-15.407;-16.661;-10.405;-11.564;-12.738;-3.518;-5.263;-1.907;-8.764;-7.169;-3.978;-1.802;-1.550;-0.369;-1.245;-1.382;-3.727;-2.969;-3.293;-3.955;-6.991;-10.628;-7.427;-6.313;-9.553;-10.046;-15.338;-17.696;-11.009;-7.964;-12.068;-10.708;-8.910;-6.375;-5.035
NGDP_RPCH;Japan;3.181;4.177;3.377;3.061;4.464;6.333;2.831;4.107;7.147;5.370;5.572;3.324;0.819;0.171;0.864;1.942;2.610;1.596;-2.003;-0.199;2.257;0.355;0.290;1.685;2.361;1.303;1.693;2.192;-1.042;-5.527;4.652;-0.453;1.754;1.613;-0.059;1.044
PCPIPCH;Japan;7.808;4.918;2.720;1.874;2.292;2.037;0.604;0.139;0.667;2.277;3.040;3.298;1.706;1.264;0.687;-0.125;0.131;1.760;0.667;-0.328;-0.651;-0.804;-0.900;-0.250;-0.010;-0.274;0.243;0.061;1.378;-1.343;-0.720;-0.287;-0.037;0.358;2.739;1.011
GGXCNL_NGDP;Japan;-4.757;-4.175;-4.063;-4.228;-2.811;-1.477;-1.464;-0.438;0.428;1.212;1.741;1.697;0.585;-2.521;-3.873;-4.744;-4.905;-3.786;-4.833;-7.144;-7.814;-6.039;-7.706;-7.787;-5.947;-4.814;-3.650;-2.088;-4.110;-10.393;-9.303;-9.820;-8.761;-8.516;-7.682;-6.232
BCA_NGDPD;Japan;-0.989;0.396;0.613;1.708;2.704;3.624;4.121;3.390;2.626;2.093;1.441;1.926;2.917;2.988;2.691;2.070;1.465;2.200;2.940;2.577;2.761;2.072;2.741;3.240;3.910;3.721;4.006;4.870;2.941;2.885;3.961;2.142;0.986;0.684;0.526;1.937
NGDP_RPCH;Jordan;11.173;17.183;7.026;-2.213;4.285;-2.703;5.504;2.325;1.461;-10.734;-0.280;1.620;14.351;4.485;4.979;6.189;2.075;3.322;3.012;3.382;4.252;5.269;5.786;4.180;8.559;8.136;8.093;8.176;7.232;5.477;2.311;2.587;2.651;2.829;3.100;3.750
PCPIPCH;Jordan;10.909;7.650;7.614;4.953;4.045;2.808;--;-0.210;6.705;25.668;16.192;8.155;4.017;3.304;3.524;2.353;6.501;3.038;3.079;0.598;0.674;1.768;1.835;1.627;3.365;3.491;6.255;4.744;13.971;-0.739;4.846;4.162;4.515;4.825;2.899;1.150
GGXCNL_NGDP;Jordan;n/a;n/a;n/a;n/a;n/a;-6.942;-2.406;-13.482;-13.104;-6.931;-7.501;-10.216;1.885;-2.174;-2.345;-1.746;-3.304;-3.033;-5.567;-2.781;-3.780;-2.995;-4.051;-2.029;-1.106;-5.555;-4.008;-4.657;-4.273;-8.501;-5.570;-6.778;-8.534;-11.452;-10.011;-2.912
BCA_NGDPD;Jordan;9.580;-0.946;-7.169;-7.914;-5.451;-4.006;-0.719;-5.255;-4.569;3.650;-15.710;-14.864;-14.407;-11.643;-6.447;-3.813;-3.205;0.403;0.276;4.967;0.704;0.051;5.689;11.495;0.343;-18.047;-11.464;-16.799;-9.350;-5.223;-7.126;-10.249;-15.226;-10.265;-7.024;-7.620
NGDP_RPCH;Kazakhstan;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;-9.200;-12.580;-8.200;0.500;1.700;-1.900;2.700;9.800;13.500;9.800;9.300;9.600;9.700;10.700;8.900;3.300;1.200;7.300;7.500;5.000;6.000;4.300;2.025
PCPIPCH;Kazakhstan;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;1,662.275;1,401.987;176.275;39.129;17.441;7.292;8.408;13.331;8.375;5.854;6.452;6.886;7.541;8.575;10.783;17.149;7.296;7.126;8.329;5.119;5.830;6.719;5.200
GGXCNL_NGDP;Kazakhstan;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;1.924;3.996;2.577;5.953;7.654;5.135;1.227;-1.328;1.470;5.952;4.528;5.047;1.928;-3.250
BCA_NGDPD;Kazakhstan;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;-51.660;-8.637;-7.663;-1.281;-3.570;-3.606;-5.534;-1.014;2.003;-6.272;-4.158;-0.884;0.777;-1.814;-2.469;-7.986;4.684;-3.574;0.936;5.423;0.515;0.484;1.598;-4.071
NGDP_RPCH;Kenya;5.572;4.100;5.052;1.593;1.600;4.073;6.982;5.811;6.091;4.554;4.134;1.339;-1.080;-0.095;2.531;4.287;4.011;0.220;3.330;2.407;0.599;3.979;0.481;2.949;4.635;5.665;5.854;6.851;0.232;3.307;8.406;6.122;4.452;5.743;5.275;6.856
PCPIPCH;Kenya;13.866;7.895;13.821;11.603;20.667;11.398;10.284;13.007;4.804;7.617;11.200;19.104;27.332;45.979;28.814;1.554;8.862;11.924;6.716;5.753;9.955;5.824;2.156;5.983;8.381;7.823;6.041;4.265;15.101;10.552;4.309;14.022;9.378;5.717;6.878;5.119
GGXCNL_NGDP;Kenya;n/a;n/a;-3.550;-2.447;-2.924;-3.535;-3.453;-2.560;-2.178;-2.700;-3.793;-7.906;-10.029;-10.378;-4.842;0.021;-0.336;-0.797;0.563;1.353;-0.317;-1.524;-2.628;-1.638;-0.046;-1.531;-2.149;-2.418;-3.379;-4.340;-4.411;-4.117;-5.040;-5.682;-6.782;-7.595
BCA_NGDPD;Kenya;-9.638;-6.127;-2.948;-0.436;-1.182;-1.036;-0.331;-3.888;-3.545;-5.227;-3.533;-1.152;-0.844;1.888;-0.145;-3.833;-1.466;-3.046;-3.586;-1.635;-1.410;-2.203;-0.797;0.788;-0.729;-1.201;-1.976;-3.229;-5.523;-4.561;-5.922;-9.130;-8.448;-8.668;-9.222;-7.658
NGDP_RPCH;Kiribati;n/a;-3.483;6.791;-0.713;5.024;-6.606;-1.220;-9.125;9.100;-2.437;4.130;-2.590;0.187;0.580;1.316;-0.641;3.009;2.358;7.262;-2.758;5.303;0.703;0.921;4.209;-1.714;4.956;-1.583;2.231;-0.767;0.288;-0.942;-0.245;3.361;2.389;3.802;2.921
PCPIPCH;Kiribati;16.100;7.700;5.486;6.311;5.442;4.491;6.607;-10.211;1.135;5.609;3.951;6.077;4.217;6.109;4.000;4.100;-1.667;2.554;3.668;1.755;0.377;6.002;3.176;1.633;-0.740;-0.351;-0.997;3.593;13.665;9.816;-3.900;1.497;-3.049;-1.485;2.086;1.400
GGXCNL_NGDP;Kiribati;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;-8.835;-9.130;-5.040;0.254;-1.111;-8.366;-26.827;4.541;13.677;-4.510;-1.437;-13.108;-0.445;-11.744;-22.929;-14.433;-15.258;-15.588;-18.768;-11.548;-12.243;-22.237;-8.630;9.270;17.111;-15.184
BCA_NGDPD;Kiribati;29.306;22.131;11.474;10.391;23.435;17.557;32.780;18.614;1.671;6.359;-15.800;18.295;-17.961;-1.653;0.769;-10.681;-24.789;6.185;24.336;2.629;-3.650;-1.879;-18.813;-16.606;-16.434;-35.813;-22.725;-18.308;-19.305;-22.477;-16.304;-30.996;-24.511;-21.783;4.071;-24.295
